ID	HusbEd	HusbRace	RaceDiff	Time	Divorce
3988	1	0	0	47.943	0
3990	1	0	0	14.998	0
3994	1	0	0	4.145	1
3995	1	0	0	10.793	0
3998	1	0	0	26.497	0
3999	1	0	0	13.744	0
4001	0	0	0	43.001	0
4004	0	0	0	43.001	0
4006	1	0	0	49.248	0
4012	1	0	0	3.255	0
4015	1	0	0	24.999	0
4017	0	0	0	43.997	0
4021	1	0	0	8.041	1
4028	1	0	0	11.926	0
4030	2	0	0	17.591	0
4037	1	0	0	18.42	1
4042	1	0	0	12.085	1
4045	1	0	0	9.7745	1
4053	0	0	0	16.252	0
4055	1	0	0	31.34	0
4058	1	0	0	31.34	0
4060	0	0	0	44.027	0
4063	1	0	0	43.581	0
4064	1	0	0	7.83	0
4072	1	0	0	10.872	1
4074	1	0	0	10.0725	1
4076	1	0	0	26.42	0
4086	2	0	0	44.435	0
4097	1	1	0	21.038	0
4102	2	0	0	14.935	0
4107	1	0	0	6.001	0
4109	1	0	0	29.982	0
4111	2	0	0	34.79	0
4114	2	0	0	34.79	0
4119	0	0	0	5.032	0
4122	0	0	0	46.762	0
4124	1	0	0	1.624	0
4126	2	0	0	26.42	0
4129	2	0	0	32.545	0
4130	2	0	0	19.926	0
4132	2	0	0	53.749	0
4136	1	0	0	2.998	1
4138	2	0	0	18.157	0
4141	0	0	0	53.391	0
4143	1	0	0	26.667	0
4145	1	0	0	20	1
4147	0	0	0	54.226	0
4149	0	0	0	19.94	0
4152	2	0	0	4.58	1
4156	1	0	0	15.162	0
4162	1	0	0	27.997	0
4165	0	0	0	18.338	1
4171	1	0	0	20.611	0
4175	2	0	0	10.752	0
4187	2	0	0	39.422	0
4191	2	0	0	12.649	0
4199	1	0	0	5.569	0
4207	1	0	0	5.498	1
4209	2	0	0	46.653	0
4211	0	0	0	48.895	0
4216	1	0	0	6.278	0
4219	1	0	0	6.278	0
4222	0	0	0	6.114	0
4225	1	0	0	62.752	0
4227	1	0	0	32.422	0
4229	1	0	0	48.463	0
4232	0	0	0	32.167	0
4235	0	1	1	22.497	1
4265	1	0	0	13.996	0
4268	1	1	0	7.001	0
4270	1	0	0	35.253	0
4274	0	1	0	6.653	0
4276	0	1	0	6.653	0
4278	0	0	0	12	0
4280	0	0	1	16.7285	1
4293	1	0	0	9.829	0
4295	0	0	0	43.001	0
4298	0	0	0	43.001	0
4302	0	0	0	54.067	0
4305	0	0	0	54.831	0
4307	0	0	0	42.004	0
4316	2	0	0	9.372	0
4318	0	0	0	32.003	0
4320	0	0	0	38.001	0
4321	1	0	0	5.038	0
4323	2	0	0	3.525	1
4325	1	0	0	20.463	1
4328	1	0	0	25.892	0
4335	1	0	0	49.629	0
4338	0	0	0	42.604	0
4340	1	0	0	33.309	0
4341	1	0	0	9.796	0
4342	1	0	0	21.131	0
4348	0	0	0	19.499	1
4350	2	0	0	22.001	0
4353	0	0	0	4.003	0
4355	0	0	0	1.166	1
4356	1	0	0	36.082	0
4358	2	0	0	8.753	0
4360	1	0	0	6.634	1
4365	1	0	0	13.2485	1
4367	2	0	0	31.748	0
4368	1	0	0	3.551	0
4371	1	0	0	34.352	0
4373	1	0	0	52.498	0
4377	1	0	0	7.518	0
4380	1	0	0	36	0
4387	2	0	0	7.001	0
4390	2	0	0	7.001	0
4392	1	0	0	39.329	0
4394	2	0	0	1.823	0
4397	1	0	0	30.415	0
4401	0	0	0	4.594	0
4404	1	0	0	4.594	0
4410	1	0	0	22.305	0
4415	2	0	0	20.334	1
4419	1	0	0	20.334	1
4422	1	0	0	37.793	0
4429	0	0	0	25.8315	1
4432	1	0	0	22.5	1
4435	2	0	0	42.623	0
4439	2	0	0	32.813	0
4442	2	0	0	8.819	0
4444	2	0	0	46.456	0
4451	2	0	0	2.267	0
4461	2	0	0	1.336	1
4463	1	1	0	62.338	0
4469	0	1	0	36.75	0
4472	0	1	0	36.75	0
4474	0	0	0	19.9535	1
4476	1	0	0	24.431	1
4479	0	0	0	51.874	0
4481	1	0	0	10.919	0
4483	2	0	0	34.338	0
4484	1	0	0	20.999	1
4492	1	0	0	9.914	1
4493	0	0	0	15.302	0
4502	1	0	0	62.084	0
4504	1	0	0	9.084	1
4507	1	0	0	24.58	0
4511	0	0	0	11.324	0
4516	1	0	0	6.497	1
4518	1	0	0	6.497	1
4520	0	0	0	32.337	0
4524	1	0	0	25.47	0
4526	1	0	0	29.771	0
4531	1	0	0	17.292	0
4538	1	0	0	20.03	1
4541	1	0	0	2.861	0
4545	0	0	0	5.5165	1
4553	0	0	0	4.6135	1
4554	1	0	0	10.166	1
4582	1	0	0	12.753	0
4584	0	0	0	47.009	0
4595	0	0	0	18.864	0
4598	0	0	0	38.732	0
4604	1	0	0	56.041	0
4606	0	0	0	41.388	0
4608	1	0	0	23.732	1
4611	1	0	0	8.9145	1
4618	2	0	0	21.339	0
4621	0	0	0	27.817	0
4622	1	0	0	7.0825	1
4624	0	0	0	24.016	0
4626	1	0	0	41.128	0
4629	1	0	0	24.999	0
4631	1	0	0	17.6005	1
4653	1	0	1	6.3325	1
4655	0	0	0	35.803	0
4661	0	0	0	1.9165	1
4662	1	0	0	9.374	0
4670	1	0	0	53.155	0
4676	1	0	0	15.058	0
4678	1	0	0	15.058	0
4691	1	0	0	6.987	0
4699	1	0	0	4.016	0
4701	2	0	0	41.12	0
4704	0	0	0	49.999	0
4706	0	0	0	38.571	0
4707	2	0	0	22.401	0
4709	0	1	1	15.0005	1
4711	2	0	0	2.505	1
4719	2	0	0	28.074	0
4735	1	0	0	3.017	0
4738	1	0	0	45.733	0
4740	0	0	0	33.013	0
4742	1	0	0	23.578	0
4743	1	0	0	23.578	0
4745	0	0	0	21.6785	1
4749	1	0	0	13.969	0
4753	0	0	0	10.486	1
4759	0	0	0	5.667	1
4762	0	0	0	9.9135	1
4766	2	0	0	5.2485	1
4779	1	0	0	4.835	0
4783	0	0	0	5.684	0
4785	0	0	0	62.33	0
4788	1	0	0	43.882	0
4792	2	0	0	4.082	1
4795	0	0	0	50.502	0
4797	0	1	0	50.163	0
4807	2	0	0	16.082	1
4812	2	0	0	9.555	0
4818	2	0	0	9.555	0
4819	1	0	0	4.704	1
4822	1	0	0	43.313	0
4826	1	0	0	25.722	0
4830	0	0	0	53.985	0
4837	1	0	0	4.668	1
4838	1	0	0	1.777	0
4839	1	0	0	1.511	1
4847	1	0	0	9.0105	1
4851	1	0	0	14.097	0
4858	0	0	0	19.8575	1
4863	1	0	0	7.997	0
4865	1	0	0	27.409	0
4869	1	0	0	39.362	0
4873	2	0	0	16.78	0
4879	1	0	0	12.597	0
4880	1	1	0	9.591	0
4883	1	0	0	25.013	0
4888	0	1	0	34.1	0
4897	0	1	0	3.2085	1
4905	1	1	0	4.022	1
4907	1	0	0	10.001	0
4910	0	0	0	64.255	0
4911	1	0	0	23.619	0
4915	0	0	0	14.746	0
4916	1	0	0	14.746	0
4918	1	1	0	20.5205	1
4922	1	1	0	0.734	0
4927	1	1	0	1.169	0
4934	1	1	0	3.173	0
4937	1	0	0	42.251	0
4944	1	0	0	19.576	0
4946	0	0	0	28.999	0
4948	0	0	0	27.477	0
4952	1	0	0	18.163	0
4956	1	0	0	11.455	0
4959	1	0	0	15.2885	1
4962	1	0	0	31.91	0
4967	1	0	0	1.4155	1
4969	0	1	0	61.498	0
4972	0	1	0	61.498	0
4973	1	1	0	7.6575	1
4974	0	1	0	25.309	0
4995	1	0	0	31.775	0
5001	1	0	0	7.4115	1
5004	1	0	0	19.173	0
5008	0	0	0	4.134	1
5015	1	0	0	3.253	0
5018	1	1	0	24.917	0
5020	1	0	0	0.641	0
5024	1	0	0	8.0435	1
5028	2	0	0	13.437	0
5030	2	0	0	13.437	0
5032	1	0	0	13.699	1
5038	2	0	0	20.654	0
5043	1	0	0	19.441	0
5046	0	0	0	25.999	0
5050	0	0	0	9.465	1
5051	1	0	0	8.468	0
5053	1	0	0	27.335	0
5056	1	0	0	40.805	0
5062	1	0	0	4.337	1
5064	1	0	0	21.665	1
5066	0	0	0	36.945	0
5069	1	0	0	36.945	0
5071	0	0	0	2.075	0
5072	1	0	0	18.795	0
5081	1	0	0	7.2495	1
5087	1	0	0	32.172	0
5090	1	0	0	24.726	0
5095	2	0	0	13.974	1
5098	1	0	0	38.916	0
5104	2	0	0	15.934	0
5107	2	0	0	15.934	0
5109	0	0	0	11.165	0
5112	1	0	0	52	0
5114	1	0	0	54.595	0
5123	1	0	0	2.166	1
5127	1	0	0	5.084	1
5134	1	0	0	49.999	0
5137	0	0	0	38.494	0
5143	1	0	0	17.67	0
5154	1	0	0	21.066	0
5157	0	1	0	59.206	0
5159	0	0	0	34.609	0
5161	0	0	0	47.759	0
5166	0	0	0	6.248	1
5168	1	0	0	6.289	0
5178	1	0	0	40.695	0
5182	0	0	0	10.9155	1
5185	1	0	0	16.227	0
5189	2	0	0	4.003	0
5191	0	0	0	54.845	0
5195	2	0	0	1.665	1
5197	1	0	0	43.11	0
5200	1	0	0	38.212	0
5206	0	0	0	43.964	0
5208	2	0	0	13.2485	1
5210	2	0	0	9.128	1
5212	1	0	0	42.823	0
5218	1	0	0	20.843	0
5221	1	0	0	3.417	1
5226	1	0	0	29.0815	1
5233	2	0	0	5.12	0
5237	1	0	0	14.795	0
5238	1	0	0	14.795	0
5242	1	1	1	3.1295	1
5245	2	0	0	5.2215	1
5251	1	0	0	1.1635	1
5255	1	0	0	17.848	0
5260	1	0	0	16.096	0
5262	1	0	0	3.0005	1
5266	1	0	0	16.096	0
5268	1	0	0	30.335	0
5276	0	0	0	5.15	0
5285	1	0	0	15.751	0
5286	2	0	0	17.511	0
5288	1	0	0	16	0
5291	1	0	0	56.903	0
5293	1	0	0	30.275	0
5300	1	0	0	37.317	0
5305	1	0	0	4	1
5310	1	0	0	14.771	0
5312	1	0	0	52.151	0
5317	2	0	0	7.811	0
5319	0	0	0	5.4975	1
5322	1	0	0	18.001	0
5325	1	0	0	31.083	0
5329	0	0	0	47.233	0
5336	0	0	0	58.001	0
5337	2	0	0	8.509	0
5340	1	0	0	44.244	0
5343	0	0	0	54.68	0
5346	2	0	0	19.915	1
5349	0	0	0	6.0015	1
5359	2	0	0	33.662	0
5380	2	0	0	34.16	0
5387	1	0	0	6.297	0
5389	2	0	0	15.165	1
5390	2	0	0	25.916	0
5409	1	0	0	1.656	0
5411	1	0	0	12.879	0
5415	1	0	0	10.546	0
5417	2	0	0	10.913	0
5420	2	0	0	12.501	1
5424	2	0	0	8.9995	1
5429	1	0	0	1.8645	1
5430	2	0	0	13.73	0
5432	2	0	1	8.643	0
5435	1	0	0	23.0855	1
5438	1	0	0	51.863	0
5441	1	0	0	51.863	0
5448	0	1	0	24.999	0
5450	0	0	0	42.998	0
5454	2	0	0	3.072	0
5455	1	0	0	22.119	0
5458	1	1	0	43.625	0
5470	0	1	0	1.733	0
5472	0	0	1	15.354	1
5474	0	1	0	24.0465	1
5476	0	1	0	15.083	1
5478	1	0	0	18.064	0
5480	1	0	0	5.2125	1
5497	1	0	0	3.483	0
5505	1	0	0	52.164	0
5517	0	0	0	2.001	1
5519	1	0	0	2.637	0
5523	0	0	0	10.809	0
5531	0	0	0	40.416	0
5536	1	0	0	20.602	0
5546	0	0	0	32.695	0
5551	1	0	0	4.775	0
5554	0	0	0	46.538	0
5556	1	0	0	21.5825	1
5558	1	0	0	14.4145	1
5567	1	0	0	6.735	0
5569	2	0	0	1.6645	1
5571	1	0	0	4.334	1
5574	0	0	0	3.003	0
5577	0	0	0	14.973	0
5580	1	0	0	26.623	0
5585	2	0	0	50.568	0
5590	2	0	0	15.406	1
5594	1	0	0	17.969	0
5596	1	0	0	6.7485	1
5600	0	0	0	2.976	0
5605	1	0	0	8.26	1
5607	1	0	0	21.999	0
5609	0	0	0	33.109	0
5611	1	0	0	24.413	0
5625	2	0	0	40.071	0
5634	1	0	0	11.061	0
5636	1	0	0	1.955	0
5643	2	0	0	12.099	0
5648	2	0	0	8.92	0
5651	1	0	0	17.999	0
5653	1	0	0	41.588	0
5656	1	0	0	42.42	0
5666	2	0	0	33.914	0
5679	1	0	1	6.653	0
5684	1	0	0	17.643	0
5687	1	0	0	17.643	0
5691	1	0	0	22.617	0
5693	0	0	0	7.1895	1
5702	0	0	0	19.2525	1
5704	0	0	0	3.0005	1
5707	0	0	1	36	1
5711	1	1	0	17.93	0
5718	1	1	0	0.679	0
5723	1	0	0	2.776	1
5725	0	0	0	45.081	0
5728	0	0	0	45.081	0
5732	0	0	0	6.664	1
5735	0	0	0	6.385	1
5737	0	1	0	24.038	0
5741	1	0	0	6.59	1
5743	2	0	0	3.014	0
5745	2	0	0	63.376	0
5748	2	0	0	63.335	0
5750	1	0	0	38.141	0
5752	1	0	0	10.486	0
5756	0	0	0	15.915	1
5758	2	0	0	62.084	0
5762	2	0	0	6.7845	1
5764	1	0	0	24.887	1
5766	0	0	0	22.523	1
5768	0	0	0	51.362	0
5771	1	0	0	61.678	0
5773	0	0	0	10.6285	1
5780	0	0	0	2.7485	1
5782	0	0	0	25.955	1
5784	0	0	0	4.0245	1
5787	0	0	0	22.418	0
5791	1	0	0	0.846	0
5794	1	0	0	8.63	0
5797	1	0	0	8.843	0
5799	0	0	0	38.897	0
5802	2	0	0	47.734	0
5805	1	0	0	34.987	0
5808	0	0	0	36.249	0
5812	1	0	0	15.132	0
5817	0	0	0	7.956	0
5820	1	0	0	29.971	0
5827	1	0	0	13.602	0
5828	1	0	0	13.684	0
5830	1	0	0	10.968	0
5832	2	0	0	45.399	0
5834	1	0	0	15.877	0
5838	1	0	0	0.646	0
5842	1	0	0	4.162	0
5847	1	0	0	7.45	0
5853	0	0	0	13.927	0
5856	1	0	0	1.309	0
5858	1	0	0	22.998	0
5862	1	0	0	14.601	1
5864	0	0	0	24.999	0
5865	1	0	0	25.279	0
5867	0	0	0	48.485	0
5869	0	0	0	49.248	0
5873	1	0	0	21.914	0
5884	1	0	0	0.583	1
5889	1	0	0	9.5635	1
5890	1	0	0	2.423	0
5893	1	0	0	4	0
5894	1	0	0	14.773	0
5896	1	0	0	3.8985	1
5903	0	0	0	9.862	0
5906	1	0	0	9.862	0
5908	0	0	0	20.835	0
5914	1	0	0	16.901	0
5922	1	0	0	9.142	0
5931	0	0	0	6.795	0
5933	0	0	0	22.256	0
5936	0	0	0	9.936	0
5938	1	0	0	40.914	0
5940	1	1	0	2.185	0
5943	0	1	0	2.5545	1
5951	1	0	0	28.112	0
5953	0	0	0	8.049	1
5956	1	0	0	47.42	0
5957	2	0	0	0.761	0
5966	2	0	0	46.642	0
5967	1	0	0	19.061	0
5969	1	0	0	3.7755	1
5971	1	0	0	17.689	0
5975	2	0	0	10.7	0
5978	1	0	0	4	0
5997	2	0	0	24.846	1
6008	0	0	1	19.789	1
6014	1	1	0	2.716	0
6027	1	0	0	20.504	0
6030	2	0	0	19.94	0
6034	1	0	0	20.923	0
6036	1	0	0	31.811	0
6042	1	0	0	6.2725	1
6045	0	0	1	42.502	0
6054	0	0	1	20.6245	1
6056	2	0	0	8	0
6060	1	0	0	26.998	0
6063	0	0	0	26.998	0
6065	1	0	0	8.4955	1
6071	2	0	0	1.591	1
6084	0	0	0	3.083	1
6086	1	0	0	3.083	1
6089	1	0	0	5.254	0
6092	0	0	0	10.311	0
6115	0	0	0	47.907	0
6122	0	0	0	47.028	0
6124	2	0	0	52.917	0
6127	1	0	0	52.917	0
6137	1	0	0	49.944	0
6140	1	0	0	29.982	0
6143	1	0	0	57.166	0
6148	0	0	1	24.999	1
6155	1	0	0	22.453	1
6158	1	0	1	45.169	0
6164	1	0	1	0.4985	1
6166	1	0	0	16.252	1
6168	1	0	0	21.949	0
6185	1	0	0	11.053	0
6186	1	0	0	3.168	0
6191	1	0	0	1.0595	1
6197	2	0	0	6.188	0
6199	1	0	0	9.656	0
6202	2	0	0	6.188	0
6205	1	0	0	49.687	0
6207	1	0	0	20.285	0
6209	1	0	0	46.905	0
6212	1	0	0	46.905	0
6218	1	0	0	38.998	0
6220	2	0	0	21.651	0
6225	1	0	0	34.598	0
6229	1	0	0	14.052	0
6230	1	0	0	15.218	0
6233	0	0	0	27.42	1
6238	0	0	0	4.758	0
6240	2	0	0	4.758	0
6245	1	0	0	1.038	0
6247	2	0	0	25.169	1
6256	1	0	0	0.81	0
6264	1	0	0	18.179	0
6266	2	0	0	42.103	0
6279	2	0	0	9.81	0
6280	1	0	0	5.667	1
6283	1	0	0	49.539	0
6295	1	0	0	2.001	0
6297	0	0	0	9.3345	1
6303	0	0	0	20.789	0
6312	1	0	0	9.213	0
6316	1	0	0	8.794	0
6318	0	0	0	36.586	0
6323	1	0	0	5.747	1
6329	0	0	0	51.458	0
6333	1	0	0	35.17	0
6336	0	1	0	25.999	0
6339	0	0	0	0.101	1
6341	1	0	0	3.751	1
6345	1	1	0	2.6585	1
6348	1	0	0	27.4275	1
6350	1	0	0	11.992	0
6353	1	0	0	7.003	0
6357	1	0	0	15.25	1
6360	1	0	0	19.066	0
6367	0	0	0	8.616	0
6371	2	0	0	13.733	0
6378	1	0	0	26.8335	1
6390	1	0	0	64.394	0
6393	0	0	0	64.394	0
6394	0	0	0	20.846	0
6400	1	0	0	6.768	0
6407	2	0	0	6.8805	1
6410	1	0	0	31.647	0
6417	1	0	1	3.748	1
6426	2	0	0	5.421	0
6429	0	0	0	45.418	0
6434	1	0	0	3.4555	1
6440	1	0	0	17.947	0
6443	0	0	0	46.984	0
6460	1	0	0	4.575	1
6467	2	0	0	16.17	1
6468	0	0	0	16.17	1
6470	2	0	0	4.679	0
6471	2	0	0	19.165	1
6473	2	0	0	25.435	0
6474	2	0	0	25.435	0
6479	0	0	0	12.999	0
6493	2	0	0	23.376	0
6495	0	0	0	26.001	0
6496	1	0	0	24.027	1
6498	0	0	0	14.059	1
6500	1	0	0	0.252	0
6503	1	0	0	0.252	0
6507	1	0	0	3.6715	1
6509	1	0	0	5.0405	1
6512	2	0	0	23.414	0
6516	1	0	0	15.3375	1
6518	1	1	0	23.499	1
6522	0	1	0	13.002	1
6524	0	0	0	45.383	0
6527	1	0	0	12	0
6529	1	0	0	11.001	0
6533	1	0	0	53.821	0
6536	1	0	0	25.999	0
6539	1	0	0	34.5	0
6544	1	0	0	13.993	0
6545	0	0	0	6.031	0
6550	1	0	0	1.818	1
6553	0	0	0	38.155	0
6557	1	0	0	5.005	0
6559	0	0	0	38.845	0
6563	0	0	0	40.118	0
6567	0	0	0	7.266	0
6570	1	0	0	14.097	0
6572	1	0	0	7.417	1
6579	0	0	0	3.559	0
6582	1	0	0	43.496	0
6585	1	0	0	47.264	0
6587	1	0	0	28.249	1
6589	1	0	0	3.499	0
6596	0	0	0	42.431	0
6599	1	0	0	39.168	0
6603	1	0	0	19.951	0
6617	1	0	0	1.164	0
6620	1	0	0	25.818	0
6624	1	0	0	6.47	0
6630	1	0	0	12.233	0
6635	1	0	0	10.086	1
6637	1	0	0	25.696	1
6639	0	0	0	58.363	0
6644	1	0	0	3.526	0
6647	0	0	0	55.51	0
6648	0	0	0	19.559	0
6654	0	0	0	6.801	1
6655	1	0	0	8.616	0
6658	0	0	0	44.085	0
6668	1	0	0	25.588	0
6670	0	1	0	19.611	0
6671	1	0	0	11.2495	1
6673	1	0	0	5.002	0
6684	1	0	0	26.771	0
6688	1	0	0	8.764	1
6693	1	0	0	21.372	0
6694	1	0	0	7.838	0
6697	1	0	0	30.93	0
6699	0	0	0	32	0
6704	1	0	0	18.144	0
6710	1	0	0	1.333	1
6719	1	0	0	5.7495	1
6721	1	0	0	27.001	0
6725	1	0	0	24.641	0
6732	0	0	0	1.1665	1
6734	0	0	0	3.885	0
6738	1	0	0	27.581	0
6743	0	0	0	4.4435	1
6746	0	0	0	4.9995	1
6753	1	0	0	21.561	0
6756	1	0	0	21.336	0
6763	1	0	0	39.641	0
6768	1	0	0	17.142	0
6774	1	0	0	16.337	0
6782	1	0	0	17.142	0
6784	1	0	0	61.667	0
6785	1	0	0	17.112	1
6787	0	0	0	11.436	0
6789	1	0	0	47.671	0
6795	0	0	0	2.872	0
6797	1	0	0	14.6695	1
6800	1	0	0	14.6695	1
6807	0	0	0	5.5825	1
6809	2	0	0	43.042	0
6816	1	0	0	2.9185	1
6819	1	0	0	11.896	0
6825	1	0	0	8.953	0
6827	1	0	0	43.573	0
6832	1	0	0	2.634	0
6839	1	0	0	6.2095	1
6841	1	0	0	16.329	0
6843	0	0	0	24.4435	1
6845	1	0	0	52	0
6848	0	0	0	9.1665	1
6852	0	0	0	4.3285	1
6857	0	0	0	10.412	0
6859	2	0	0	46.524	0
6862	0	0	0	3.5015	1
6866	1	0	0	7.409	0
6873	1	0	1	3.001	0
6875	0	0	0	25.4235	1
6878	0	0	0	3.001	0
6886	2	0	0	27.0825	1
6890	1	0	0	24.586	0
6897	2	0	0	7.828	0
6901	1	0	0	10.998	1
6902	0	0	0	0.745	0
6907	0	0	0	3.0035	1
6910	0	0	1	24.249	0
6916	2	0	0	23.45	0
6918	0	0	0	20.1095	1
6919	0	0	0	22.656	0
6921	0	0	0	25.01	0
6922	1	1	0	14.743	0
6923	2	0	0	48.999	0
6926	0	0	0	4.203	1
6929	0	0	0	54.418	0
6941	1	0	0	13.279	0
6942	1	0	0	25.35	0
6951	0	0	0	32.791	0
6955	1	0	0	7.663	0
6960	1	0	0	17.823	0
6966	0	0	0	0.999	0
6975	0	0	0	2.0455	1
6979	1	0	0	3.113	1
6985	1	0	0	53.993	0
6992	1	0	0	53.993	0
6995	0	0	0	30.916	0
6997	0	0	0	26.015	0
7000	1	0	0	26.762	0
7001	0	0	0	3.1235	1
7007	0	0	0	9.495	1
7013	0	0	0	9.347	1
7016	1	0	0	40.698	0
7021	1	0	0	7.584	0
7023	0	0	0	11.748	1
7025	1	0	0	50.494	0
7027	1	0	0	22.992	0
7037	1	0	0	10.338	1
7039	0	0	0	40.093	0
7042	0	0	0	40.093	0
7046	1	0	0	18.519	0
7052	0	0	0	9.437	0
7055	1	0	0	9.437	0
7057	1	0	0	26.554	0
7060	1	0	0	26.554	0
7064	1	1	0	0.238	0
7069	1	1	0	0.498	1
7077	1	1	0	11.028	1
7080	1	0	0	45.96	0
7087	1	0	0	34.502	0
7089	1	0	0	13.7505	1
7094	1	0	0	5.451	0
7101	1	0	0	7.915	1
7119	1	0	0	9.7195	1
7121	1	0	0	2.4175	1
7124	0	0	1	55.42	0
7130	0	1	1	15.995	0
7137	1	1	0	4.958	0
7142	1	1	1	15.995	0
7144	1	0	0	28.008	0
7147	1	0	0	1.002	0
7149	1	0	0	14.749	1
7151	1	0	0	42.023	0
7154	0	0	0	42.023	0
7161	1	0	0	5.235	0
7179	1	0	0	3.2495	1
7192	0	0	0	51.57	0
7195	1	0	0	38.585	0
7197	1	0	0	20	0
7201	1	0	0	15.997	0
7204	1	0	0	15.997	0
7207	1	0	0	24.999	0
7210	2	0	0	5.421	1
7217	0	0	0	3.447	0
7219	1	0	0	9.999	0
7227	2	0	0	37.999	0
7231	1	1	0	22.4995	1
7233	2	0	1	4.4575	1
7236	1	0	0	12.4995	1
7239	0	0	0	8.35	0
7243	1	0	0	11.532	0
7249	1	0	0	18.237	0
7251	1	0	0	18.237	0
7253	1	0	0	54.91	0
7257	1	0	0	1.752	1
7263	2	0	0	14.998	0
7266	1	0	0	12	0
7271	0	0	0	48.999	0
7273	1	0	0	41.947	0
7277	2	0	0	17.506	0
7278	2	0	0	17.506	0
7283	1	0	0	1.465	0
7289	1	0	0	5.829	1
7295	1	0	0	37.158	0
7297	0	0	0	29.999	0
7301	1	0	0	1.407	0
7303	1	0	0	9.999	0
7305	1	0	0	1.1585	1
7310	2	0	0	9.999	1
7317	0	0	0	12.769	0
7320	0	0	1	44.999	0
7324	1	1	0	12.8295	1
7328	0	1	0	40.854	0
7331	1	0	0	5.081	1
7337	1	0	0	18.875	0
7339	1	0	0	21.352	0
7348	2	0	0	18.804	0
7353	1	0	0	15.064	0
7360	1	0	0	8	1
7364	1	0	0	37.999	0
7367	1	0	0	29.355	0
7370	2	0	0	4.794	0
7373	1	0	1	13.372	0
7375	1	0	0	35.08	0
7378	1	0	0	35.08	0
7384	2	0	0	2.79	0
7386	1	0	0	24.446	1
7389	1	0	0	19.42	1
7394	1	0	0	10.0835	1
7402	0	0	0	4.789	0
7404	1	0	0	13.697	0
7407	1	0	0	10.59	1
7410	1	0	0	24.999	0
7413	1	0	0	16	0
7417	2	0	0	12.739	0
7421	0	0	0	21.648	0
7426	1	0	0	19.058	0
7434	1	0	0	20.424	0
7441	1	0	0	54.251	0
7458	1	0	0	25.194	0
7482	0	0	0	2.623	0
7489	1	0	0	18.579	0
7491	0	0	0	17.413	0
7493	1	0	0	30.773	0
7497	1	0	0	5.424	0
7502	1	0	0	0.608	0
7509	1	0	0	23.414	0
7510	0	0	0	0.5145	1
7512	0	0	0	13.999	0
7515	0	0	0	13.999	0
7518	1	0	0	22.442	1
7521	2	0	0	38.612	0
7526	1	0	0	4.994	0
7529	1	0	0	28.14	0
7531	0	0	0	24	0
7534	0	0	0	57.062	0
7536	0	0	0	48.17	0
7543	1	0	0	23.4	0
7545	1	0	0	27.343	0
7549	1	0	0	16.832	1
7558	0	0	0	0.999	1
7563	1	0	0	1.503	1
7565	0	1	0	25.718	1
7568	0	0	1	33.752	0
7569	0	1	0	22.428	0
7572	0	0	0	27.406	0
7584	0	0	0	0.115	0
7586	2	0	0	52.172	0
7589	1	0	0	52.172	0
7593	2	0	0	19.0825	1
7594	2	0	0	19.0825	1
7596	1	1	0	32.923	0
7608	2	0	0	8.613	0
7624	1	0	0	1.413	0
7627	2	0	0	8	0
7630	0	0	0	48.422	0
7638	0	0	0	24.526	0
7643	1	0	0	22.467	0
7645	0	0	0	0.8735	1
7646	1	0	0	3.921	1
7647	0	0	0	9.27	0
7649	0	1	1	29.4125	1
7673	1	1	0	13.032	0
7676	0	0	0	63.45	0
7678	1	0	0	43.953	0
7684	1	0	0	3.4965	1
7686	0	0	0	34.691	0
7688	0	0	0	5.8755	1
7692	1	0	0	1.7605	1
7697	1	0	0	16.249	0
7703	1	0	0	8.534	0
7718	1	0	0	12.2	0
7721	2	0	0	9.4155	1
7725	2	0	0	9.4155	1
7728	1	0	0	46.582	0
7732	1	0	0	3.5045	1
7734	2	0	0	46.705	0
7736	2	0	0	20.824	0
7742	2	0	0	6.0015	1
7743	2	0	0	18.086	1
7745	1	0	0	6.0015	1
7747	2	0	0	25.6235	1
7749	1	0	0	23.0005	1
7752	1	0	0	20.999	0
7755	1	0	0	30.998	0
7760	2	0	0	14.0835	1
7766	1	0	0	16.816	0
7768	0	0	0	9.58	0
7772	0	0	0	35.669	0
7774	0	0	0	40.219	0
7776	1	0	0	0.252	0
7779	1	0	0	0.252	0
7784	1	0	0	56.761	0
7801	1	1	0	7.6335	1
7803	0	1	0	3.332	1
7806	1	0	0	7.0475	1
7818	1	0	0	0.999	0
7822	1	0	0	23.8305	1
7828	1	0	0	6.338	1
7839	1	0	0	3.904	0
7841	1	0	0	26.5245	1
7846	1	0	0	6.5025	1
7849	1	1	0	25.999	0
7852	1	0	0	17.793	0
7853	0	0	0	1.574	0
7863	1	0	0	6.4995	1
7866	1	0	0	17.58	1
7882	1	0	0	29.7875	1
7883	1	0	0	15.669	0
7885	0	1	0	18.311	1
7888	0	0	1	18.7955	1
7892	1	1	0	9.897	0
7894	0	0	1	19.6225	1
7905	1	0	0	0.419	1
7907	0	0	0	15.7355	1
7911	0	0	0	2.973	0
7912	1	0	0	2.973	0
7915	0	0	0	9.7635	1
7918	0	0	0	14.749	0
7920	1	0	0	26.998	0
7922	2	0	0	47.86	0
7924	2	0	0	18.166	0
7928	0	0	0	1.719	0
7934	1	0	0	18.598	0
7936	2	0	0	40.411	0
